Redshift,K-band mag,K-band dmag
 0.120, 19.661, 0.119
 0.188, 17.236, 0.013
 0.188, 20.972, 0.356
 0.142, 17.199, 0.013
 0.098, 20.906, 0.338
 0.165, 18.328, 0.036
 0.156, 19.063, 0.070
 0.129, 17.848, 0.023
 0.127, 20.475, 0.238
 0.178, 19.289, 0.086
 0.078, 18.171, 0.031
 0.120, 20.021, 0.163
 0.126, 16.440, 0.006
 0.089, 17.840, 0.023
 0.184, 20.229, 0.194
 0.188, 18.094, 0.029
 0.102, 19.662, 0.119
 0.167, 20.668, 0.279
 0.115, 18.636, 0.048
 0.082, 20.612, 0.267
 0.117, 21.715, 0.620
 0.190, 21.882, 0.695
 0.054, 21.335, 0.470
 0.115, 17.979, 0.026
 0.074, 21.718, 0.621
 0.039, 18.695, 0.051
 0.096, 16.774, 0.009
 0.159, 19.795, 0.134
 0.188, 19.970, 0.156
 0.063, 18.765, 0.054
 0.077, 21.785, 0.651
 0.161, 21.014, 0.368
 0.195, 21.293, 0.456
 0.102, 21.050, 0.378
 0.098, 18.620, 0.047
 0.134, 20.151, 0.182
 0.039, 21.291, 0.455
 0.196, 14.566, 0.001
 0.105, 20.941, 0.347
 0.125, 19.097, 0.072
 0.148, 18.460, 0.041
 0.170, 21.610, 0.575
 0.153, 20.363, 0.217
 0.168, 21.738, 0.630
 0.132, 21.202, 0.425
 0.199, 18.207, 0.032
 0.195, 20.793, 0.309
 0.128, 18.852, 0.058
 0.178, 20.695, 0.285
 0.124, 20.575, 0.259
 0.167, 20.077, 0.171
 0.125, 20.796, 0.309
 0.128, 21.140, 0.406
 0.095, 21.583, 0.564
 0.046, 16.782, 0.009
 0.196, 21.806, 0.660
 0.187, 19.090, 0.072
 0.132, 15.857, 0.004
 0.140, 21.847, 0.679
 0.109, 21.225, 0.433
 0.073, 21.516, 0.537
 0.099, 18.415, 0.039
 0.196, 16.549, 0.007
 0.181, 21.002, 0.364
 0.111, 21.129, 0.402
 0.176, 18.475, 0.041
 0.017, 17.970, 0.026
 0.087, 16.530, 0.007
 0.040, 21.824, 0.668
 0.181, 21.966, 0.736
 0.140, 21.777, 0.647
 0.182, 17.903, 0.025
 0.083, 18.054, 0.028
 0.151, 19.662, 0.119
 0.199, 20.971, 0.356
 0.039, 19.638, 0.117
 0.167, 21.202, 0.425
 0.085, 19.430, 0.097
 0.173, 16.096, 0.005
 0.112, 20.672, 0.280
 0.171, 21.696, 0.611
 0.117, 21.748, 0.634
 0.174, 17.487, 0.017
 0.131, 20.749, 0.298
 0.141, 21.724, 0.623
 0.074, 21.770, 0.644
 0.177, 17.369, 0.015
 0.128, 19.113, 0.073
 0.076, 18.464, 0.041
 0.047, 20.431, 0.230
 0.132, 19.632, 0.116
 0.150, 16.571, 0.007
 0.192, 18.450, 0.041
 0.124, 18.522, 0.043
 0.008, 14.808, 0.001
 0.139, 18.007, 0.027
 0.093, 19.939, 0.152
 0.100, 18.688, 0.050
 0.180, 21.336, 0.471
 0.171, 20.677, 0.281
 0.057, 19.456, 0.100
 0.173, 19.977, 0.157
 0.104, 20.836, 0.320
 0.159, 21.885, 0.697
 0.042, 17.797, 0.022
 0.088, 20.498, 0.243
 0.136, 21.095, 0.392
 0.198, 19.334, 0.089
 0.146, 21.111, 0.397
 0.200, 18.781, 0.055
 0.140, 20.026, 0.163
 0.078, 19.929, 0.150
 0.051, 17.851, 0.024
 0.112, 21.054, 0.380
 0.126, 20.988, 0.360
 0.094, 21.939, 0.722
 0.189, 20.685, 0.283
 0.072, 21.713, 0.618
 0.176, 19.376, 0.093
 0.038, 21.388, 0.489
 0.158, 17.876, 0.024
 0.192, 20.363, 0.217
 0.046, 21.308, 0.461
 0.146, 21.895, 0.701
 0.039, 18.748, 0.053
 0.118, 15.408, 0.003
 0.087, 20.018, 0.162
 0.056, 21.946, 0.726
 0.065, 18.906, 0.061
 0.048, 17.048, 0.011
 0.064, 18.459, 0.041
 0.186, 13.964, 0.001
 0.140, 20.724, 0.292
 0.159, 21.075, 0.386
 0.104, 19.745, 0.128
 0.172, 14.950, 0.002
 0.156, 21.975, 0.740
 0.183, 21.743, 0.632
 0.102, 21.675, 0.602
 0.161, 19.208, 0.080
 0.067, 21.271, 0.448
 0.058, 21.985, 0.745
 0.166, 20.953, 0.351
 0.134, 19.820, 0.137
 0.069, 17.242, 0.013
 0.098, 18.074, 0.029
 0.152, 21.645, 0.590
 0.078, 17.327, 0.015
 0.129, 20.826, 0.317
 0.160, 20.310, 0.208
 0.190, 18.071, 0.029
 0.082, 19.421, 0.097
 0.111, 21.601, 0.571
 0.130, 20.919, 0.341
 0.058, 20.547, 0.253
 0.105, 21.105, 0.395
 0.195, 20.037, 0.165
 0.181, 18.922, 0.062
 0.138, 21.480, 0.524
 0.151, 19.530, 0.106
 0.096, 19.306, 0.087
 0.146, 17.736, 0.021
 0.150, 21.597, 0.570
 0.116, 20.532, 0.250
 0.117, 19.567, 0.110
 0.194, 18.357, 0.037
 0.177, 19.211, 0.080
 0.153, 19.838, 0.139
 0.028, 20.569, 0.258
 0.194, 19.845, 0.140
 0.125, 21.921, 0.714
 0.188, 16.415, 0.006
 0.158, 20.294, 0.205
 0.144, 16.436, 0.006
 0.164, 19.533, 0.107
 0.103, 16.969, 0.011
 0.108, 21.367, 0.482
 0.049, 21.428, 0.504
 0.118, 17.323, 0.015
 0.101, 20.127, 0.178
 0.167, 19.683, 0.121
 0.058, 19.816, 0.136
 0.134, 20.333, 0.212
 0.167, 20.176, 0.186
 0.053, 21.891, 0.699
 0.177, 20.000, 0.160
 0.135, 21.543, 0.548
 0.182, 20.199, 0.189
 0.187, 21.411, 0.498
 0.188, 21.759, 0.639
 0.172, 21.191, 0.422
 0.128, 14.625, 0.001
 0.132, 14.579, 0.001
 0.198, 21.887, 0.698
 0.072, 21.625, 0.581
 0.010, 16.486, 0.007
 0.161, 21.972, 0.739
 0.118, 20.532, 0.250
 0.091, 19.479, 0.102
 0.044, 16.119, 0.005
 0.096, 20.523, 0.248
 0.122, 20.107, 0.175
 0.200, 21.295, 0.456
 0.026, 13.900, 0.001
 0.061, 20.539, 0.251
 0.026, 16.445, 0.006
 0.147, 21.619, 0.579
 0.116, 21.842, 0.676
 0.080, 21.475, 0.521
 0.173, 21.488, 0.527
 0.191, 20.723, 0.292
 0.131, 18.740, 0.053
 0.174, 21.080, 0.387
 0.100, 20.893, 0.334
 0.106, 20.196, 0.189
 0.191, 19.858, 0.141
 0.183, 20.679, 0.282
 0.139, 21.484, 0.525
 0.071, 20.258, 0.199
 0.174, 16.292, 0.006
 0.130, 19.842, 0.139
 0.165, 15.308, 0.002
 0.163, 19.332, 0.089
 0.037, 17.108, 0.012
 0.196, 21.152, 0.409
 0.165, 21.838, 0.675
 0.132, 17.702, 0.021
 0.074, 20.542, 0.252
 0.103, 19.117, 0.074
 0.160, 20.868, 0.328
 0.085, 20.360, 0.217
 0.086, 21.673, 0.601
 0.083, 21.373, 0.484
 0.069, 21.502, 0.532
 0.159, 19.053, 0.070
 0.131, 21.524, 0.541
 0.181, 20.608, 0.266
 0.189, 20.785, 0.307
 0.163, 21.230, 0.434
 0.135, 21.531, 0.543
 0.044, 16.609, 0.008
 0.196, 21.332, 0.469
 0.165, 19.415, 0.096
 0.191, 21.183, 0.419
 0.185, 19.049, 0.069
 0.147, 17.185, 0.013
 0.134, 21.078, 0.387
 0.148, 17.914, 0.025
 0.081, 16.338, 0.006
 0.190, 21.309, 0.461
 0.168, 18.167, 0.031
 0.090, 19.176, 0.078
 0.110, 17.597, 0.019
 0.151, 21.419, 0.501
 0.132, 21.292, 0.455
 0.121, 21.078, 0.387
 0.155, 21.224, 0.432
 0.106, 21.897, 0.702
 0.178, 19.729, 0.126
 0.197, 21.561, 0.555
 0.179, 14.040, 0.001
 0.189, 20.825, 0.317
 0.092, 17.871, 0.024
 0.132, 18.392, 0.038
 0.089, 19.780, 0.132
 0.195, 21.527, 0.542
 0.166, 21.910, 0.708
 0.108, 21.788, 0.652
 0.074, 19.270, 0.085
 0.133, 21.807, 0.660
 0.167, 19.143, 0.075
 0.192, 20.894, 0.335
 0.144, 20.439, 0.231
 0.071, 21.739, 0.630
 0.200, 20.129, 0.178
 0.057, 21.992, 0.748
 0.040, 21.794, 0.654
 0.117, 19.892, 0.146
 0.200, 19.872, 0.143
 0.123, 20.322, 0.210
 0.109, 19.638, 0.117
 0.168, 14.160, 0.001
 0.160, 21.459, 0.515
 0.188, 19.624, 0.115
 0.196, 21.131, 0.403
 0.115, 20.846, 0.322
 0.166, 20.654, 0.276
 0.116, 21.819, 0.666
 0.099, 21.913, 0.710
 0.065, 21.325, 0.467
 0.090, 19.618, 0.115
 0.173, 21.382, 0.487
 0.125, 21.206, 0.427
 0.075, 20.126, 0.178
 0.156, 18.119, 0.030
 0.100, 21.849, 0.680
 0.060, 21.263, 0.445
 0.091, 16.921, 0.010
 0.173, 21.934, 0.720
 0.128, 21.742, 0.631
 0.153, 20.399, 0.224
 0.032, 21.072, 0.385
 0.055, 19.060, 0.070
 0.096, 20.463, 0.236
 0.127, 21.549, 0.550
 0.116, 21.075, 0.386
 0.155, 21.353, 0.476
 0.138, 18.669, 0.049
 0.072, 21.098, 0.393
 0.120, 20.257, 0.199
 0.121, 21.565, 0.557
 0.155, 21.917, 0.712
 0.163, 20.239, 0.196
 0.163, 21.494, 0.529
 0.114, 20.257, 0.199
 0.119, 16.676, 0.008
 0.096, 20.954, 0.351
 0.160, 16.860, 0.009
 0.156, 20.335, 0.212
 0.168, 20.232, 0.194
 0.150, 21.647, 0.591
 0.150, 21.181, 0.419
 0.139, 21.463, 0.517
 0.079, 21.794, 0.655
 0.136, 18.381, 0.038
 0.031, 19.687, 0.122
 0.167, 21.852, 0.681
 0.050, 18.911, 0.061
 0.130, 16.354, 0.006
 0.193, 20.482, 0.240
 0.109, 21.303, 0.459
 0.045, 18.617, 0.047
 0.089, 21.433, 0.506
 0.137, 18.987, 0.066
 0.037, 21.752, 0.635
 0.186, 17.423, 0.016
 0.166, 21.740, 0.630
 0.199, 20.910, 0.339
 0.047, 19.217, 0.081
 0.123, 20.834, 0.319
 0.161, 17.202, 0.013
 0.083, 15.565, 0.003
 0.108, 18.506, 0.043
 0.146, 21.148, 0.408
 0.123, 21.089, 0.390
 0.178, 21.903, 0.705
 0.163, 21.897, 0.702
 0.192, 19.872, 0.143
 0.122, 19.570, 0.110
 0.145, 16.776, 0.009
 0.148, 17.379, 0.015
 0.184, 21.373, 0.484
 0.061, 21.967, 0.736
 0.093, 15.415, 0.003
 0.126, 20.655, 0.276
 0.149, 18.730, 0.052
 0.156, 18.762, 0.054
 0.196, 20.181, 0.186
 0.109, 21.647, 0.591
 0.168, 20.636, 0.272
 0.093, 16.604, 0.008
 0.106, 16.992, 0.011
 0.183, 18.610, 0.047
 0.184, 18.527, 0.043
 0.162, 20.222, 0.193
 0.085, 19.415, 0.096
 0.155, 20.526, 0.249
 0.191, 18.166, 0.031
 0.083, 21.427, 0.503
 0.147, 19.689, 0.122
 0.077, 20.459, 0.235
 0.086, 19.447, 0.099
 0.148, 19.847, 0.140
 0.174, 19.152, 0.076
 0.174, 18.927, 0.062
 0.126, 20.470, 0.237
 0.130, 21.419, 0.500
 0.151, 21.703, 0.614
 0.143, 18.679, 0.050
 0.082, 19.265, 0.084
 0.199, 21.819, 0.666
 0.077, 21.384, 0.488
 0.156, 21.130, 0.402
 0.138, 21.034, 0.374
 0.143, 17.714, 0.021
 0.137, 21.969, 0.737
 0.182, 19.044, 0.069
 0.138, 21.636, 0.586
 0.178, 19.779, 0.132
 0.043, 20.813, 0.314
 0.181, 19.391, 0.094
 0.178, 17.809, 0.023
 0.107, 18.047, 0.028
 0.120, 21.579, 0.563
 0.141, 14.787, 0.001
 0.156, 19.461, 0.100
 0.141, 21.568, 0.558
 0.056, 21.313, 0.463
 0.167, 18.314, 0.036
 0.143, 19.520, 0.105
 0.119, 19.826, 0.138
 0.087, 19.347, 0.090
 0.158, 16.152, 0.005
 0.092, 19.806, 0.135
 0.102, 20.853, 0.324
 0.162, 15.764, 0.003
 0.064, 20.636, 0.272
 0.111, 21.843, 0.677
 0.171, 21.736, 0.629
 0.197, 18.204, 0.032
 0.159, 19.250, 0.083
 0.188, 20.812, 0.314
 0.095, 18.683, 0.050
 0.198, 21.714, 0.619
 0.055, 20.824, 0.317
 0.145, 19.774, 0.131
 0.181, 16.018, 0.004
 0.138, 18.353, 0.037
 0.134, 21.957, 0.731
 0.191, 18.869, 0.059
 0.055, 16.891, 0.010
 0.149, 21.659, 0.595
 0.090, 21.259, 0.444
 0.077, 20.387, 0.222
 0.132, 20.108, 0.175
 0.190, 17.362, 0.015
 0.112, 21.881, 0.695
 0.142, 20.852, 0.324
 0.087, 21.356, 0.478
 0.023, 19.904, 0.147
 0.106, 21.234, 0.436
 0.115, 20.304, 0.207
 0.137, 20.288, 0.204
 0.179, 20.929, 0.344
 0.186, 19.768, 0.131
 0.146, 21.654, 0.593
 0.131, 18.937, 0.063
 0.105, 20.338, 0.213
 0.172, 19.341, 0.090
 0.174, 20.975, 0.357
 0.143, 18.728, 0.052
 0.092, 19.510, 0.104
 0.178, 21.185, 0.420
 0.142, 18.330, 0.036
 0.175, 20.926, 0.343
 0.121, 20.345, 0.214
 0.152, 21.574, 0.560
 0.120, 16.828, 0.009
 0.137, 21.728, 0.625
 0.176, 20.047, 0.166
 0.097, 18.959, 0.064
 0.125, 21.207, 0.427
 0.083, 12.457, 0.000
 0.080, 21.663, 0.597
 0.177, 18.431, 0.040
 0.106, 21.789, 0.652
 0.177, 21.387, 0.489
 0.134, 20.509, 0.245
 0.066, 21.981, 0.743
 0.196, 21.521, 0.539
 0.160, 21.199, 0.424
 0.125, 20.822, 0.316
 0.081, 21.448, 0.511
 0.032, 20.562, 0.256
 0.146, 19.710, 0.124
 0.177, 21.404, 0.495
 0.145, 21.938, 0.722
 0.085, 20.652, 0.276
 0.105, 21.673, 0.601
 0.153, 19.910, 0.148
 0.157, 19.594, 0.112
 0.193, 21.842, 0.677
 0.200, 21.498, 0.530
 0.092, 21.325, 0.467
 0.187, 19.659, 0.119
 0.189, 18.652, 0.049
 0.164, 18.251, 0.034
 0.116, 16.845, 0.009
 0.072, 20.667, 0.279
 0.099, 20.104, 0.175
 0.113, 21.508, 0.534
 0.140, 20.884, 0.332
 0.014, 17.014, 0.011
 0.185, 21.821, 0.667
 0.153, 17.064, 0.011
 0.144, 21.673, 0.601
 0.097, 20.513, 0.246
 0.103, 14.225, 0.001
 0.154, 20.184, 0.187
 0.142, 20.632, 0.271
 0.186, 18.928, 0.062
 0.152, 20.862, 0.326
 0.182, 16.583, 0.007
 0.111, 21.087, 0.389
 0.190, 19.425, 0.097
 0.187, 16.577, 0.007
 0.162, 16.591, 0.007
 0.079, 21.694, 0.610
 0.165, 17.142, 0.012
 0.184, 20.486, 0.241
 0.160, 21.143, 0.407
 0.097, 19.090, 0.072
 0.150, 19.913, 0.148
 0.120, 21.255, 0.443
 0.179, 21.500, 0.531
 0.108, 21.082, 0.388
 0.161, 17.960, 0.026
 0.164, 21.851, 0.681
 0.176, 20.278, 0.202
 0.160, 18.352, 0.037
 0.197, 19.341, 0.090
 0.082, 21.170, 0.415
 0.128, 20.547, 0.253
 0.150, 21.926, 0.716
 0.195, 20.817, 0.315
 0.183, 17.489, 0.017
 0.143, 17.833, 0.023
 0.111, 20.405, 0.225
 0.084, 21.077, 0.386
 0.150, 21.513, 0.536
 0.105, 21.114, 0.398
 0.150, 19.718, 0.125
 0.094, 21.637, 0.586
 0.148, 21.690, 0.609
 0.180, 18.752, 0.053
 0.091, 21.356, 0.477
 0.044, 21.903, 0.705
 0.119, 21.666, 0.599
 0.029, 20.360, 0.217
 0.136, 19.981, 0.157
 0.093, 19.442, 0.098
 0.190, 17.842, 0.023
 0.128, 15.501, 0.003
 0.154, 19.424, 0.097
 0.033, 18.292, 0.035
 0.193, 18.154, 0.031
 0.169, 21.797, 0.656
 0.179, 16.300, 0.006
 0.074, 20.621, 0.269
 0.192, 21.948, 0.727
 0.136, 19.794, 0.134
 0.063, 19.057, 0.070
 0.172, 19.300, 0.087
 0.126, 21.813, 0.663
 0.138, 21.451, 0.512
 0.137, 21.309, 0.461
 0.143, 17.620, 0.019
 0.096, 20.416, 0.227
 0.059, 21.302, 0.459
 0.180, 20.331, 0.212
 0.185, 20.580, 0.260
 0.154, 18.944, 0.063
 0.080, 17.996, 0.027
 0.106, 21.787, 0.651
 0.116, 21.723, 0.623
 0.169, 21.870, 0.689
 0.098, 18.888, 0.060
 0.152, 19.754, 0.129
 0.098, 21.170, 0.415
 0.158, 15.549, 0.003
 0.153, 20.744, 0.297
 0.158, 21.708, 0.616
 0.068, 19.032, 0.068
 0.173, 18.691, 0.050
 0.198, 19.397, 0.095
 0.110, 21.119, 0.399
 0.057, 21.723, 0.623
 0.085, 19.612, 0.114
 0.103, 20.305, 0.207
 0.140, 21.456, 0.514
 0.161, 12.018, 0.000
 0.063, 16.741, 0.009
 0.065, 18.475, 0.041
 0.174, 19.059, 0.070
 0.131, 21.180, 0.418
 0.174, 20.928, 0.344
 0.146, 21.505, 0.533
 0.145, 20.315, 0.209
 0.037, 18.551, 0.044
 0.176, 19.277, 0.085
 0.123, 21.767, 0.642
 0.153, 17.407, 0.016
 0.137, 20.255, 0.198
 0.200, 16.870, 0.010
 0.082, 21.736, 0.629
 0.182, 18.784, 0.055
 0.187, 20.447, 0.233
 0.113, 20.287, 0.204
 0.141, 16.866, 0.010
 0.141, 20.851, 0.324
 0.198, 17.388, 0.015
 0.052, 21.609, 0.574
 0.068, 19.485, 0.102
 0.159, 21.896, 0.702
 0.194, 20.703, 0.287
 0.100, 21.402, 0.494
 0.071, 18.523, 0.043
 0.187, 21.894, 0.701
 0.197, 21.832, 0.672
 0.061, 19.099, 0.073
 0.064, 17.527, 0.017
 0.085, 17.425, 0.016
 0.081, 20.742, 0.296
 0.146, 18.792, 0.055
 0.172, 21.521, 0.539
 0.097, 21.327, 0.467
 0.169, 21.185, 0.420
 0.186, 18.207, 0.033
 0.072, 18.502, 0.042
 0.162, 21.875, 0.692
 0.037, 21.018, 0.369
 0.104, 21.198, 0.424
 0.141, 19.063, 0.070
 0.177, 19.354, 0.091
 0.108, 18.942, 0.063
 0.133, 18.095, 0.029
 0.153, 19.349, 0.091
 0.155, 19.186, 0.078
 0.163, 13.582, 0.000
 0.150, 20.443, 0.232
 0.155, 21.131, 0.403
 0.165, 21.665, 0.598
 0.157, 21.494, 0.529
 0.183, 18.844, 0.058
 0.192, 20.851, 0.323
 0.149, 19.764, 0.130
 0.068, 21.772, 0.645
 0.172, 21.411, 0.497
 0.125, 21.139, 0.405
 0.091, 17.672, 0.020
 0.144, 21.832, 0.672
 0.141, 21.321, 0.465
 0.196, 20.212, 0.191
 0.092, 18.987, 0.066
 0.142, 20.629, 0.271
 0.150, 15.910, 0.004
 0.117, 21.465, 0.518
 0.068, 21.735, 0.628
 0.156, 21.941, 0.723
 0.138, 18.853, 0.058
 0.196, 21.437, 0.507
 0.108, 17.034, 0.011
 0.192, 18.607, 0.047
 0.048, 19.680, 0.121
 0.188, 19.124, 0.074
 0.070, 16.794, 0.009
 0.148, 14.510, 0.001
 0.084, 17.650, 0.020
 0.138, 19.152, 0.076
 0.070, 21.448, 0.511
 0.098, 21.750, 0.635
 0.143, 17.564, 0.018
 0.032, 20.139, 0.180
 0.189, 19.696, 0.123
 0.180, 21.676, 0.602
 0.121, 18.667, 0.049
 0.192, 21.015, 0.368
 0.168, 21.634, 0.585
 0.178, 20.670, 0.280
 0.140, 19.645, 0.118
 0.166, 15.916, 0.004
 0.151, 21.784, 0.650
 0.053, 21.377, 0.485
 0.199, 19.744, 0.128
 0.158, 16.045, 0.004
 0.168, 20.986, 0.360
 0.066, 19.770, 0.131
 0.079, 20.403, 0.225
 0.106, 17.039, 0.011
 0.160, 19.003, 0.067
 0.079, 20.228, 0.194
 0.074, 19.928, 0.150
 0.132, 20.877, 0.330
 0.117, 19.338, 0.090
 0.139, 20.699, 0.286
 0.118, 20.458, 0.235
 0.186, 21.948, 0.727
 0.079, 21.763, 0.641
 0.147, 19.200, 0.079
 0.070, 20.652, 0.276
 0.195, 21.445, 0.510
 0.071, 20.158, 0.183
 0.140, 17.700, 0.020
 0.146, 21.314, 0.463
 0.106, 20.644, 0.274
 0.161, 21.286, 0.453
 0.130, 20.972, 0.356
 0.122, 20.731, 0.294
 0.122, 21.446, 0.511
 0.110, 20.713, 0.290
 0.175, 21.350, 0.475
 0.172, 19.731, 0.127
 0.161, 21.008, 0.366
 0.151, 19.840, 0.139
 0.196, 20.495, 0.242
 0.067, 21.829, 0.670
 0.146, 19.842, 0.139
 0.176, 21.848, 0.679
 0.164, 21.814, 0.664
 0.164, 21.773, 0.645
 0.199, 21.353, 0.477
 0.130, 20.070, 0.170
 0.182, 20.896, 0.335
 0.120, 19.557, 0.109
 0.180, 16.627, 0.008
 0.101, 20.837, 0.320
 0.081, 21.964, 0.735
 0.134, 21.423, 0.502
 0.107, 21.192, 0.422
 0.154, 18.855, 0.058
 0.163, 17.100, 0.012
 0.102, 16.934, 0.010
 0.049, 17.921, 0.025
 0.157, 20.559, 0.255
 0.156, 19.753, 0.129
 0.122, 19.998, 0.159
 0.127, 20.542, 0.252
 0.179, 17.396, 0.016
 0.116, 19.602, 0.113
 0.197, 20.383, 0.221
 0.191, 20.201, 0.189
 0.077, 20.725, 0.292
 0.078, 20.828, 0.318
 0.076, 21.908, 0.708
 0.196, 17.666, 0.020
 0.106, 21.769, 0.643
 0.167, 21.044, 0.377
 0.021, 19.408, 0.095
 0.029, 19.655, 0.119
 0.177, 21.886, 0.697
 0.165, 19.265, 0.084
 0.158, 19.962, 0.155
 0.116, 21.071, 0.385
 0.149, 15.555, 0.003
 0.075, 21.963, 0.734
 0.046, 18.240, 0.033
 0.150, 19.210, 0.080
 0.068, 16.150, 0.005
 0.096, 19.534, 0.107
 0.182, 14.910, 0.002
 0.040, 21.634, 0.585
 0.195, 20.921, 0.342
 0.029, 20.236, 0.195
 0.023, 19.345, 0.090
 0.130, 21.224, 0.432
 0.075, 17.338, 0.015
 0.144, 21.127, 0.402
 0.124, 21.000, 0.364
 0.066, 19.772, 0.131
 0.191, 21.931, 0.719
 0.105, 20.610, 0.266
 0.153, 19.114, 0.074
 0.107, 21.798, 0.656
 0.118, 11.104, 0.000
 0.075, 21.203, 0.426
 0.179, 19.499, 0.103
 0.188, 19.399, 0.095
 0.111, 21.870, 0.689
 0.103, 21.743, 0.631
 0.153, 20.364, 0.217
 0.167, 21.850, 0.680
 0.174, 21.234, 0.436
 0.189, 19.335, 0.090
 0.172, 19.916, 0.149
 0.169, 21.689, 0.608
 0.047, 21.693, 0.610
 0.156, 20.686, 0.283
 0.193, 20.454, 0.234
 0.192, 21.781, 0.648
 0.093, 16.346, 0.006
 0.174, 21.220, 0.431
 0.111, 21.604, 0.572
 0.143, 21.238, 0.437
 0.165, 20.733, 0.294
 0.122, 19.750, 0.129
 0.119, 21.043, 0.376
 0.123, 19.315, 0.088
 0.148, 21.746, 0.633
 0.144, 17.274, 0.014
 0.196, 21.183, 0.419
 0.166, 19.523, 0.106
 0.141, 21.435, 0.506
 0.106, 16.891, 0.010
 0.124, 21.865, 0.687
 0.110, 21.493, 0.528
 0.095, 21.512, 0.536
 0.154, 20.668, 0.279
 0.188, 20.685, 0.283
 0.094, 21.881, 0.694
 0.135, 18.651, 0.049
 0.157, 19.173, 0.078
 0.180, 21.340, 0.472
 0.192, 21.499, 0.531
 0.163, 20.724, 0.292
 0.163, 15.684, 0.003
 0.097, 18.111, 0.030
 0.173, 18.272, 0.034
 0.161, 21.447, 0.511
 0.166, 19.466, 0.100
 0.136, 19.853, 0.141
 0.072, 18.695, 0.051
 0.145, 21.549, 0.550
 0.173, 21.732, 0.627
 0.101, 18.404, 0.039
 0.152, 21.944, 0.725
 0.055, 16.433, 0.006
 0.127, 21.809, 0.661
 0.101, 21.176, 0.417
 0.124, 20.074, 0.170
 0.101, 20.150, 0.182
 0.160, 19.182, 0.078
 0.160, 16.661, 0.008
 0.138, 21.541, 0.547
 0.082, 21.877, 0.693
 0.117, 21.848, 0.679
 0.113, 21.037, 0.374
 0.054, 20.827, 0.317
 0.071, 18.178, 0.032
 0.051, 16.755, 0.009
 0.120, 21.308, 0.461
 0.122, 20.675, 0.281
 0.138, 21.305, 0.460
 0.153, 21.563, 0.556
 0.078, 21.333, 0.470
 0.163, 20.196, 0.189
 0.037, 21.047, 0.378
 0.140, 19.233, 0.082
 0.112, 21.049, 0.378
 0.156, 21.870, 0.690
 0.109, 18.201, 0.032
 0.116, 21.116, 0.398
 0.168, 17.733, 0.021
 0.128, 21.355, 0.477
 0.196, 21.945, 0.726
 0.192, 21.012, 0.367
 0.061, 18.815, 0.056
 0.109, 21.751, 0.635
 0.191, 19.660, 0.119
 0.062, 20.840, 0.321
 0.061, 21.983, 0.744
 0.131, 19.494, 0.103
 0.182, 21.954, 0.730
 0.173, 19.756, 0.129
 0.131, 20.879, 0.331
 0.090, 20.709, 0.289
 0.199, 16.511, 0.007
 0.055, 19.327, 0.089
 0.134, 21.809, 0.661
 0.195, 21.961, 0.733
 0.175, 21.804, 0.659
 0.098, 21.746, 0.633
 0.189, 21.245, 0.440
 0.191, 21.731, 0.626
 0.142, 18.135, 0.030
 0.196, 21.781, 0.649
 0.094, 14.619, 0.001
 0.198, 21.378, 0.486
 0.198, 20.896, 0.335
 0.193, 20.590, 0.262
 0.120, 21.088, 0.390
 0.120, 19.996, 0.159
 0.151, 19.327, 0.089
 0.115, 19.971, 0.156
 0.142, 19.920, 0.149
 0.158, 14.524, 0.001
 0.109, 21.109, 0.396
 0.196, 21.516, 0.537
 0.198, 20.969, 0.355
 0.174, 21.286, 0.453
 0.137, 21.410, 0.497
 0.161, 19.831, 0.138
 0.130, 21.994, 0.750
 0.149, 20.447, 0.233
 0.177, 15.583, 0.003
 0.086, 15.076, 0.002
 0.117, 21.734, 0.628
 0.178, 15.800, 0.004
 0.173, 16.276, 0.006
 0.175, 20.743, 0.297
 0.120, 21.821, 0.667
 0.184, 20.775, 0.304
 0.134, 21.503, 0.532
 0.077, 19.284, 0.086
 0.136, 19.517, 0.105
 0.152, 21.290, 0.455
 0.200, 18.216, 0.033
 0.182, 20.936, 0.346
 0.181, 19.815, 0.136
 0.111, 18.403, 0.039
 0.081, 19.639, 0.117
 0.153, 20.145, 0.181
 0.168, 17.143, 0.012
 0.109, 18.664, 0.049
 0.132, 20.713, 0.289
 0.147, 21.143, 0.407
 0.199, 21.204, 0.426
 0.144, 21.155, 0.410
 0.117, 14.253, 0.001
 0.133, 21.981, 0.743
 0.153, 20.417, 0.227
 0.135, 20.739, 0.296
 0.092, 17.138, 0.012
 0.179, 20.559, 0.255
 0.131, 20.222, 0.193
 0.190, 20.984, 0.359
 0.096, 21.237, 0.437
 0.164, 18.826, 0.057
 0.193, 18.917, 0.062
 0.145, 21.817, 0.665
 0.179, 21.204, 0.426
 0.076, 21.035, 0.374
 0.165, 21.359, 0.479
 0.158, 18.661, 0.049
 0.176, 21.994, 0.750
 0.076, 21.737, 0.629
 0.144, 21.065, 0.383
 0.067, 17.795, 0.022
 0.185, 21.942, 0.724
 0.086, 19.860, 0.142
 0.167, 19.416, 0.096
 0.170, 19.715, 0.125
 0.146, 17.970, 0.026
 0.190, 18.722, 0.052
 0.086, 21.631, 0.584
 0.195, 21.540, 0.547
 0.058, 21.430, 0.505
 0.189, 19.838, 0.139
 0.185, 20.750, 0.298
 0.183, 21.659, 0.596
 0.190, 20.550, 0.254
 0.097, 20.828, 0.318
 0.108, 19.640, 0.117
